sourceName,sourceVersion,device,creationDate,startDate,endDate,workoutActivityType,duration,durationUnit,totalDistance,totalDistanceUnit,totalEnergyBurned,totalEnergyBurnedUnit
"Divvy","5057",,2019-08-05 10:53:50 -0600,2019-08-05 10:29:09 -0600,2019-08-05 10:53:33 -0600,"HKWorkoutActivityTypeCycling",24.38934999704361,"min",,,,
"Divvy","5057",,2019-08-06 08:16:46 -0600,2019-08-05 15:12:13 -0600,2019-08-05 15:31:41 -0600,"HKWorkoutActivityTypeCycling",19.46521666844686,"min",,,,
"Divvy","5057",,2019-08-06 09:12:55 -0600,2019-08-06 08:17:09 -0600,2019-08-06 08:39:49 -0600,"HKWorkoutActivityTypeCycling",22.67206666866938,"min",,,,
"Divvy","5057",,2019-08-06 09:47:48 -0600,2019-08-06 09:13:10 -0600,2019-08-06 09:21:44 -0600,"HKWorkoutActivityTypeCycling",8.577716664473217,"min",,,,
"Divvy","5057",,2019-08-06 14:44:03 -0600,2019-08-06 09:48:04 -0600,2019-08-06 09:57:33 -0600,"HKWorkoutActivityTypeCycling",9.481116664409637,"min",,,,
"Divvy","5057",,2019-08-07 07:55:22 -0600,2019-08-06 14:44:31 -0600,2019-08-06 15:17:33 -0600,"HKWorkoutActivityTypeCycling",33.03848333358765,"min",,,,
"Divvy","5057",,2019-08-07 08:22:07 -0600,2019-08-07 07:55:53 -0600,2019-08-07 08:21:42 -0600,"HKWorkoutActivityTypeCycling",25.81519999901453,"min",,,,
"Divvy","5057",,2019-08-08 16:01:29 -0600,2019-08-08 07:49:43 -0600,2019-08-08 08:13:36 -0600,"HKWorkoutActivityTypeCycling",23.87963333129883,"min",,,,
"Divvy","5057",,2019-08-08 20:30:16 -0600,2019-08-08 16:01:53 -0600,2019-08-08 16:23:25 -0600,"HKWorkoutActivityTypeCycling",21.52669999996821,"min",,,,
"Divvy","5057",,2019-08-09 16:55:08 -0600,2019-08-09 07:52:12 -0600,2019-08-09 08:15:34 -0600,"HKWorkoutActivityTypeCycling",23.35753333171209,"min",,,,
"Divvy","5057",,2019-08-09 18:03:13 -0600,2019-08-09 16:55:37 -0600,2019-08-09 17:20:00 -0600,"HKWorkoutActivityTypeCycling",24.37656666437785,"min",,,,
"Divvy","5057",,2019-08-13 07:37:11 -0600,2019-08-12 07:57:15 -0600,2019-08-12 08:18:00 -0600,"HKWorkoutActivityTypeCycling",20.74240000247955,"min",,,,
"Divvy","5057",,2019-08-13 16:45:28 -0600,2019-08-13 07:37:43 -0600,2019-08-13 08:05:19 -0600,"HKWorkoutActivityTypeCycling",27.58436666329702,"min",,,,
"Divvy","5057",,2019-08-13 17:23:52 -0600,2019-08-13 16:45:53 -0600,2019-08-13 17:09:01 -0600,"HKWorkoutActivityTypeCycling",23.12126666704814,"min",,,,
"Divvy","5057",,2019-08-14 08:02:33 -0600,2019-08-14 06:50:29 -0600,2019-08-14 07:05:57 -0600,"HKWorkoutActivityTypeCycling",15.46820000012716,"min",,,,
"Divvy","5057",,2019-08-14 08:18:08 -0600,2019-08-14 08:02:51 -0600,2019-08-14 08:10:41 -0600,"HKWorkoutActivityTypeCycling",7.840716667970022,"min",,,,
"Divvy","5057",,2019-08-14 18:06:42 -0600,2019-08-14 14:57:26 -0600,2019-08-14 15:11:54 -0600,"HKWorkoutActivityTypeCycling",14.47048333088557,"min",,,,
"Divvy","5057",,2019-08-15 07:39:06 -0600,2019-08-14 18:07:52 -0600,2019-08-14 18:23:12 -0600,"HKWorkoutActivityTypeCycling",15.32745000123978,"min",,,,
"Divvy","5057",,2019-08-15 16:10:21 -0600,2019-08-15 07:39:27 -0600,2019-08-15 08:04:31 -0600,"HKWorkoutActivityTypeCycling",25.057299999396,"min",,,,
"Divvy","5057",,2019-08-16 07:28:15 -0600,2019-08-15 16:10:37 -0600,2019-08-15 16:35:54 -0600,"HKWorkoutActivityTypeCycling",25.27211666504542,"min",,,,
"Divvy","5057",,2019-08-16 07:53:48 -0600,2019-08-16 07:28:38 -0600,2019-08-16 07:47:32 -0600,"HKWorkoutActivityTypeCycling",18.90740000009537,"min",,,,
"Divvy","5057",,2019-08-19 08:23:31 -0600,2019-08-16 17:07:16 -0600,2019-08-16 17:30:42 -0600,"HKWorkoutActivityTypeCycling",23.44313333034516,"min",,,,
"Divvy","5057",,2019-08-19 13:49:52 -0600,2019-08-19 08:23:46 -0600,2019-08-19 08:46:45 -0600,"HKWorkoutActivityTypeCycling",22.9844833334287,"min",,,,
"Divvy","5057",,2019-08-20 07:13:26 -0600,2019-08-19 13:50:10 -0600,2019-08-19 14:09:23 -0600,"HKWorkoutActivityTypeCycling",19.22186666727066,"min",,,,
"Divvy","5057",,2019-08-20 07:31:58 -0600,2019-08-20 07:13:58 -0600,2019-08-20 07:31:02 -0600,"HKWorkoutActivityTypeCycling",17.07373333374659,"min",,,,
"Divvy","5057",,2019-08-20 16:43:16 -0600,2019-08-20 13:14:09 -0600,2019-08-20 13:20:22 -0600,"HKWorkoutActivityTypeCycling",6.215933334827423,"min",,,,
"Divvy","5057",,2019-08-20 17:09:25 -0600,2019-08-20 16:43:31 -0600,2019-08-20 17:06:49 -0600,"HKWorkoutActivityTypeCycling",23.29933332999547,"min",,,,
"Divvy","5057",,2019-08-21 07:33:21 -0600,2019-08-21 07:14:37 -0600,2019-08-21 07:31:30 -0600,"HKWorkoutActivityTypeCycling",16.89165000120799,"min",,,,
"Divvy","5057",,2019-08-21 17:10:25 -0600,2019-08-21 15:03:36 -0600,2019-08-21 15:22:05 -0600,"HKWorkoutActivityTypeCycling",18.48338333368302,"min",,,,
"Divvy","5057",,2019-08-22 16:57:02 -0600,2019-08-22 16:27:58 -0600,2019-08-22 16:47:38 -0600,"HKWorkoutActivityTypeCycling",19.65685000022252,"min",,,,
"Divvy","5057",,2019-08-23 17:37:31 -0600,2019-08-23 06:47:13 -0600,2019-08-23 07:09:37 -0600,"HKWorkoutActivityTypeCycling",22.38858333428701,"min",,,,
"Divvy","5057",,2019-08-27 06:59:45 -0600,2019-08-23 17:45:39 -0600,2019-08-23 18:03:35 -0600,"HKWorkoutActivityTypeCycling",17.9367000023524,"min",,,,
"Divvy","5057",,2019-08-27 07:16:01 -0600,2019-08-27 07:00:08 -0600,2019-08-27 07:14:39 -0600,"HKWorkoutActivityTypeCycling",14.50765000184377,"min",,,,
"Divvy","5057",,2019-08-27 16:00:50 -0600,2019-08-27 15:36:36 -0600,2019-08-27 15:55:35 -0600,"HKWorkoutActivityTypeCycling",18.98674999872843,"min",,,,
"Divvy","5057",,2019-08-28 07:30:55 -0600,2019-08-28 07:15:16 -0600,2019-08-28 07:29:51 -0600,"HKWorkoutActivityTypeCycling",14.58801666498184,"min",,,,
"Divvy","5057",,2019-08-28 17:27:46 -0600,2019-08-28 14:35:11 -0600,2019-08-28 14:49:27 -0600,"HKWorkoutActivityTypeCycling",14.26485000054041,"min",,,,
"Divvy","5057",,2019-08-29 07:03:01 -0600,2019-08-28 17:28:00 -0600,2019-08-28 17:56:49 -0600,"HKWorkoutActivityTypeCycling",28.81713333527247,"min",,,,
"Divvy","5057",,2019-08-29 14:15:48 -0600,2019-08-29 07:03:36 -0600,2019-08-29 07:19:58 -0600,"HKWorkoutActivityTypeCycling",16.36826666593551,"min",,,,
"Divvy","5057",,2019-08-29 16:07:57 -0600,2019-08-29 14:16:46 -0600,2019-08-29 14:25:52 -0600,"HKWorkoutActivityTypeCycling",9.097783335049947,"min",,,,
"Divvy","5057",,2019-08-29 16:24:13 -0600,2019-08-29 16:19:14 -0600,2019-08-29 16:24:02 -0600,"HKWorkoutActivityTypeCycling",4.790516666571299,"min",,,,
"Divvy","5057",,2019-08-29 18:26:56 -0600,2019-08-29 17:49:48 -0600,2019-08-29 18:08:48 -0600,"HKWorkoutActivityTypeCycling",18.99571666717529,"min",,,,
"Divvy","5057",,2019-09-04 07:14:50 -0600,2019-09-04 06:55:12 -0600,2019-09-04 07:13:35 -0600,"HKWorkoutActivityTypeCycling",18.38838333288829,"min",,,,
"Divvy","5057",,2019-09-04 17:14:59 -0600,2019-09-04 10:58:02 -0600,2019-09-04 11:04:33 -0600,"HKWorkoutActivityTypeCycling",6.511500000953674,"min",,,,
"Divvy","5057",,2019-09-05 07:05:24 -0600,2019-09-04 17:15:16 -0600,2019-09-04 17:34:24 -0600,"HKWorkoutActivityTypeCycling",19.13841666777929,"min",,,,
"Divvy","5057",,2019-09-05 15:20:15 -0600,2019-09-05 15:13:03 -0600,2019-09-05 15:19:40 -0600,"HKWorkoutActivityTypeCycling",6.605283335844676,"min",,,,
"Divvy","5057",,2019-09-06 15:48:10 -0600,2019-09-06 07:30:02 -0600,2019-09-06 07:45:56 -0600,"HKWorkoutActivityTypeCycling",15.88421666622162,"min",,,,
"Divvy","5057",,2019-09-16 07:49:48 -0600,2019-09-06 15:48:20 -0600,2019-09-06 16:06:55 -0600,"HKWorkoutActivityTypeCycling",18.59198333422343,"min",,,,
"Divvy","5057",,2019-09-16 16:36:19 -0600,2019-09-16 07:50:46 -0600,2019-09-16 08:13:44 -0600,"HKWorkoutActivityTypeCycling",22.96895000139872,"min",,,,
"Divvy","5057",,2019-09-16 18:34:07 -0600,2019-09-16 16:36:39 -0600,2019-09-16 17:01:13 -0600,"HKWorkoutActivityTypeCycling",24.5657333334287,"min",,,,
"Divvy","5067",,2019-09-17 15:35:13 -0600,2019-09-17 06:30:32 -0600,2019-09-17 06:46:42 -0600,"HKWorkoutActivityTypeCycling",16.17724999984106,"min",,,,
"Divvy","5067",,2019-09-18 07:25:03 -0600,2019-09-17 15:35:34 -0600,2019-09-17 15:55:36 -0600,"HKWorkoutActivityTypeCycling",20.0310666680336,"min",,,,
"Divvy","5067",,2019-09-18 07:45:19 -0600,2019-09-18 07:25:42 -0600,2019-09-18 07:43:00 -0600,"HKWorkoutActivityTypeCycling",17.29923333326975,"min",,,,
"Divvy","5067",,2019-09-19 08:15:22 -0600,2019-09-18 16:39:26 -0600,2019-09-18 16:58:20 -0600,"HKWorkoutActivityTypeCycling",18.90389999945959,"min",,,,
"Divvy","5067",,2019-09-19 13:29:36 -0600,2019-09-19 08:15:44 -0600,2019-09-19 08:39:00 -0600,"HKWorkoutActivityTypeCycling",23.26358333428701,"min",,,,
"Divvy","5067",,2019-09-19 16:47:14 -0600,2019-09-19 13:29:53 -0600,2019-09-19 13:35:10 -0600,"HKWorkoutActivityTypeCycling",5.286183333396911,"min",,,,
"Divvy","5067",,2019-09-19 17:22:13 -0600,2019-09-19 16:47:30 -0600,2019-09-19 17:07:00 -0600,"HKWorkoutActivityTypeCycling",19.51001666784287,"min",,,,
"Divvy","5067",,2019-09-20 09:47:20 -0600,2019-09-20 08:22:50 -0600,2019-09-20 08:48:39 -0600,"HKWorkoutActivityTypeCycling",25.818783334891,"min",,,,
"Divvy","5067",,2019-09-20 11:07:19 -0600,2019-09-20 10:56:12 -0600,2019-09-20 11:06:53 -0600,"HKWorkoutActivityTypeCycling",10.68725000222524,"min",,,,
"Divvy","5067",,2019-09-20 17:39:56 -0600,2019-09-20 17:12:40 -0600,2019-09-20 17:25:00 -0600,"HKWorkoutActivityTypeCycling",12.34001666704814,"min",,,,
"Divvy","5067",,2019-09-20 18:16:55 -0600,2019-09-20 17:40:15 -0600,2019-09-20 17:56:58 -0600,"HKWorkoutActivityTypeCycling",16.7154833316803,"min",,,,
"Divvy","5067",,2019-09-23 08:49:33 -0600,2019-09-23 08:25:46 -0600,2019-09-23 08:49:06 -0600,"HKWorkoutActivityTypeCycling",23.33511666456858,"min",,,,
"Divvy","5067",,2019-09-24 16:26:28 -0600,2019-09-24 08:17:41 -0600,2019-09-24 08:40:50 -0600,"HKWorkoutActivityTypeCycling",23.1531999985377,"min",,,,
"Divvy","5067",,2019-09-24 16:56:10 -0600,2019-09-24 16:26:49 -0600,2019-09-24 16:45:52 -0600,"HKWorkoutActivityTypeCycling",19.0540333310763,"min",,,,
"Divvy","5067",,2019-09-25 15:52:03 -0600,2019-09-25 07:48:11 -0600,2019-09-25 08:04:59 -0600,"HKWorkoutActivityTypeCycling",16.79823333422343,"min",,,,
"Divvy","5067",,2019-09-25 16:19:01 -0600,2019-09-25 15:52:21 -0600,2019-09-25 16:10:08 -0600,"HKWorkoutActivityTypeCycling",17.78839999834696,"min",,,,
"Divvy","5067",,2019-09-26 16:39:36 -0600,2019-09-26 08:03:41 -0600,2019-09-26 08:30:18 -0600,"HKWorkoutActivityTypeCycling",26.61173333326975,"min",,,,
"Divvy","5067",,2019-09-27 08:01:27 -0600,2019-09-26 16:40:53 -0600,2019-09-26 17:00:10 -0600,"HKWorkoutActivityTypeCycling",19.2786333322525,"min",,,,
"Divvy","5067",,2019-09-27 08:24:37 -0600,2019-09-27 08:01:46 -0600,2019-09-27 08:22:43 -0600,"HKWorkoutActivityTypeCycling",20.95978333552678,"min",,,,
"Divvy","5067",,2019-09-30 08:02:34 -0600,2019-09-30 07:45:25 -0600,2019-09-30 08:01:26 -0600,"HKWorkoutActivityTypeCycling",16.03209999799729,"min",,,,
"Divvy","5067",,2019-09-30 17:46:14 -0600,2019-09-30 17:02:05 -0600,2019-09-30 17:24:44 -0600,"HKWorkoutActivityTypeCycling",22.65381666819254,"min",,,,
"Divvy","5067",,2019-10-01 15:16:02 -0600,2019-10-01 07:19:19 -0600,2019-10-01 07:36:06 -0600,"HKWorkoutActivityTypeCycling",16.7909166653951,"min",,,,
"Divvy","5067",,2019-10-01 17:16:34 -0600,2019-10-01 15:16:19 -0600,2019-10-01 15:23:47 -0600,"HKWorkoutActivityTypeCycling",7.473200003306071,"min",,,,
"Divvy","5067",,2019-10-02 07:43:11 -0600,2019-10-01 17:16:51 -0600,2019-10-01 17:45:06 -0600,"HKWorkoutActivityTypeCycling",28.25208333333333,"min",,,,
"Divvy","5067",,2019-10-02 08:03:26 -0600,2019-10-02 07:43:26 -0600,2019-10-02 08:00:51 -0600,"HKWorkoutActivityTypeCycling",17.42196666797002,"min",,,,
"Divvy","5067",,2019-10-03 07:01:50 -0600,2019-10-03 06:46:29 -0600,2019-10-03 07:01:00 -0600,"HKWorkoutActivityTypeCycling",14.50651666720708,"min",,,,
"Divvy","5067",,2019-10-03 18:00:57 -0600,2019-10-03 16:48:21 -0600,2019-10-03 17:09:53 -0600,"HKWorkoutActivityTypeCycling",21.52593333323797,"min",,,,
"Divvy","5067",,2019-10-04 15:56:56 -0600,2019-10-04 07:59:25 -0600,2019-10-04 08:14:53 -0600,"HKWorkoutActivityTypeCycling",15.45441666444143,"min",,,,
"Divvy","5067",,2019-10-04 17:43:22 -0600,2019-10-04 15:57:18 -0600,2019-10-04 16:17:21 -0600,"HKWorkoutActivityTypeCycling",20.04495000044505,"min",,,,
"Divvy","5067",,2019-10-07 07:43:11 -0600,2019-10-07 07:23:31 -0600,2019-10-07 07:42:17 -0600,"HKWorkoutActivityTypeCycling",18.76416666507721,"min",,,,
"Divvy","5067",,2019-10-07 18:06:48 -0600,2019-10-07 18:02:27 -0600,2019-10-07 18:06:36 -0600,"HKWorkoutActivityTypeCycling",4.15471666653951,"min",,,,
"Divvy","5067",,2019-10-09 07:04:22 -0600,2019-10-08 08:38:59 -0600,2019-10-08 09:05:08 -0600,"HKWorkoutActivityTypeCycling",26.15118333498637,"min",,,,
"Divvy","5067",,2019-10-09 12:54:34 -0600,2019-10-09 07:05:04 -0600,2019-10-09 07:22:14 -0600,"HKWorkoutActivityTypeCycling",17.16875,"min",,,,
"Divvy","5067",,2019-10-09 13:03:56 -0600,2019-10-09 12:54:49 -0600,2019-10-09 13:03:31 -0600,"HKWorkoutActivityTypeCycling",8.686500000953675,"min",,,,
"Divvy","5067",,2019-10-10 07:53:49 -0600,2019-10-10 07:35:00 -0600,2019-10-10 07:52:39 -0600,"HKWorkoutActivityTypeCycling",17.65596666336059,"min",,,,
"Divvy","5067",,2019-10-10 15:04:29 -0600,2019-10-10 14:36:22 -0600,2019-10-10 14:59:37 -0600,"HKWorkoutActivityTypeCycling",23.24420000314712,"min",,,,
"Divvy","5067",,2019-10-15 08:13:57 -0600,2019-10-15 07:56:08 -0600,2019-10-15 08:12:49 -0600,"HKWorkoutActivityTypeCycling",16.68599999745687,"min",,,,
"Divvy","5067",,2019-10-17 06:43:45 -0600,2019-10-16 07:20:55 -0600,2019-10-16 07:38:07 -0600,"HKWorkoutActivityTypeCycling",17.19696666399638,"min",,,,
"Divvy","5067",,2019-10-17 14:30:40 -0600,2019-10-17 06:44:03 -0600,2019-10-17 06:59:36 -0600,"HKWorkoutActivityTypeCycling",15.55364999771118,"min",,,,
"Divvy","5067",,2019-10-17 14:58:30 -0600,2019-10-17 14:30:59 -0600,2019-10-17 14:48:24 -0600,"HKWorkoutActivityTypeCycling",17.41719999710719,"min",,,,
"Divvy","5067",,2019-10-22 08:40:41 -0600,2019-10-21 07:37:30 -0600,2019-10-21 07:56:45 -0600,"HKWorkoutActivityTypeCycling",19.23559999863307,"min",,,,
"Divvy","5067",,2019-10-22 09:02:01 -0600,2019-10-22 08:42:00 -0600,2019-10-22 09:00:17 -0600,"HKWorkoutActivityTypeCycling",18.28179999987284,"min",,,,
"Divvy","5067",,2019-10-23 08:23:19 -0600,2019-10-23 07:32:32 -0600,2019-10-23 07:48:14 -0600,"HKWorkoutActivityTypeCycling",15.69459999799728,"min",,,,
"Divvy","5067",,2019-10-24 07:07:06 -0600,2019-10-23 10:12:43 -0600,2019-10-23 10:20:56 -0600,"HKWorkoutActivityTypeCycling",8.230483333269754,"min",,,,
"Divvy","5067",,2019-10-24 08:11:07 -0600,2019-10-24 07:49:20 -0600,2019-10-24 08:10:04 -0600,"HKWorkoutActivityTypeCycling",20.72221666971842,"min",,,,
"Divvy","5067",,2019-10-27 15:05:25 -0600,2019-10-25 16:47:36 -0600,2019-10-25 17:05:55 -0600,"HKWorkoutActivityTypeCycling",18.30366666316986,"min",,,,
"Divvy","5068",,2020-01-28 10:53:07 -0600,2019-11-25 07:58:11 -0600,2019-11-25 08:12:32 -0600,"HKWorkoutActivityTypeCycling",14.35576666593552,"min",,,,
"Divvy","5068",,2020-03-16 07:58:01 -0600,2020-03-12 14:35:55 -0600,2020-03-12 15:05:46 -0600,"HKWorkoutActivityTypeCycling",29.84763333002726,"min",,,,
"Divvy","5068",,2020-03-16 15:12:46 -0600,2020-03-16 09:19:31 -0600,2020-03-16 09:37:41 -0600,"HKWorkoutActivityTypeCycling",18.15736666917801,"min",,,,
